1	2.023668e+01
2	2.033033e+01
3	2.046736e+01
4	2.053260e+01
5	2.069536e+01
6	2.069179e+01
7	2.050117e+01
8	2.062064e+01
9	2.072480e+01
10	2.103828e+01
11	2.096895e+01
12	2.132862e+01
13	2.156942e+01
14	2.183808e+01
15	2.179810e+01
16	2.168895e+01
17	2.166005e+01
18	2.183060e+01
19	2.183634e+01
20	2.202356e+01
21	2.168242e+01
22	2.127827e+01
23	2.121793e+01
24	2.152494e+01
25	2.147691e+01
26	2.158562e+01
27	2.109777e+01
28	2.152077e+01
29	2.146220e+01
30	2.146214e+01
31	2.115532e+01
32	2.124353e+01
33	2.138655e+01
34	2.132056e+01
35	2.093817e+01
36	2.119629e+01
37	2.097537e+01
38	2.097949e+01
39	2.087219e+01
40	2.096880e+01
41	2.083998e+01
42	2.117238e+01
43	2.114481e+01
44	2.117044e+01
45	2.069978e+01
46	2.057683e+01
47	2.083463e+01
48	2.063068e+01
49	2.077065e+01
50	2.103646e+01
51	2.104329e+01
52	2.118980e+01
53	2.128479e+01
54	2.108631e+01
55	2.128235e+01
56	2.100939e+01
57	2.056425e+01
58	2.067004e+01
59	2.068656e+01
60	2.066368e+01
61	2.094117e+01
62	2.071972e+01
63	2.088309e+01
64	2.098277e+01
65	2.107794e+01
66	2.078304e+01
67	2.081565e+01
68	2.073561e+01
69	2.040117e+01
70	2.048525e+01
71	2.084817e+01
72	2.065016e+01
73	2.064443e+01
74	2.056793e+01
75	2.063011e+01
76	2.065407e+01
77	2.053887e+01
78	2.022501e+01
79	2.040749e+01
80	2.030984e+01
81	2.037330e+01
82	2.040096e+01
83	2.029107e+01
84	2.057155e+01
85	2.061046e+01
86	2.029944e+01
87	1.980126e+01
88	1.974870e+01
89	1.990325e+01
90	1.961142e+01
91	1.975620e+01
92	1.971506e+01
93	1.973982e+01
94	2.007254e+01
95	2.011851e+01
96	1.994708e+01
97	1.988795e+01
98	1.982139e+01
99	1.991155e+01
100	1.993186e+01
101	1.982298e+01
102	1.953515e+01
103	1.964456e+01
104	1.982962e+01
105	2.007118e+01
106	2.021821e+01
107	2.021175e+01
108	2.050223e+01
109	2.031666e+01
110	2.012212e+01
111	1.999002e+01
112	1.973845e+01
113	1.956839e+01
114	1.951049e+01
115	1.979009e+01
116	1.952929e+01
117	1.929953e+01
118	1.948142e+01
119	1.939567e+01
120	1.963110e+01
121	1.981849e+01
122	1.960111e+01
123	1.962390e+01
124	1.962905e+01
125	1.985255e+01
126	1.966516e+01
127	1.974439e+01
128	1.966572e+01
129	1.981976e+01
130	2.009913e+01
131	1.997512e+01
132	1.987902e+01
133	1.995724e+01
134	2.013135e+01
135	1.993447e+01
136	1.984144e+01
