137	1.987730e+01
138	1.985178e+01
139	1.968999e+01
140	1.968054e+01
141	1.970922e+01
142	1.997808e+01
143	2.016336e+01
144	2.004175e+01
145	2.011775e+01
146	2.045309e+01
147	2.044099e+01
148	2.046126e+01
149	2.045639e+01
150	2.080789e+01
151	2.099455e+01
152	2.113398e+01
153	2.148104e+01
154	2.148975e+01
155	2.182799e+01
156	2.170326e+01
157	2.170620e+01
158	2.191478e+01
159	2.148035e+01
160	2.124104e+01
161	2.090945e+01
162	2.088008e+01
163	2.093116e+01
164	2.107347e+01
165	2.128193e+01
166	2.108368e+01
167	2.117022e+01
168	2.087561e+01
169	2.080557e+01
170	2.083144e+01
171	2.096135e+01
172	2.128792e+01
173	2.144803e+01
174	2.161006e+01
175	2.175760e+01
176	2.201048e+01
177	2.204778e+01
178	2.200847e+01
179	2.196366e+01
180	2.235432e+01
181	2.219757e+01
182	2.243633e+01
183	2.262205e+01
184	2.296183e+01
185	2.309929e+01
186	2.311220e+01
187	2.262726e+01
188	2.292761e+01
189	2.350405e+01
190	2.349575e+01
191	2.385182e+01
192	2.379954e+01
193	2.390960e+01
194	2.388697e+01
195	2.383378e+01
196	2.437738e+01
197	2.382903e+01
198	2.352132e+01
199	2.365988e+01
200	2.389354e+01
201	2.420861e+01
202	2.424227e+01
203	2.390177e+01
204	2.390393e+01
205	2.390619e+01
206	2.359143e+01
207	2.388384e+01
208	2.443436e+01
209	2.425945e+01
210	2.472962e+01
211	2.497028e+01
212	2.452491e+01
213	2.451172e+01
214	2.477460e+01
215	2.534183e+01
216	2.533258e+01
217	2.553419e+01
218	2.576944e+01
219	2.542778e+01
220	2.504883e+01
221	2.447051e+01
222	2.417420e+01
223	2.427272e+01
224	2.426502e+01
225	2.424844e+01
226	2.452043e+01
227	2.468501e+01
228	2.519842e+01
229	2.560904e+01
230	2.588015e+01
231	2.602069e+01
232	2.595517e+01
233	2.571134e+01
234	2.543140e+01
235	2.529786e+01
236	2.508097e+01
237	2.506038e+01
238	2.507815e+01
239	2.542427e+01
240	2.577003e+01
241	2.565113e+01
242	2.625455e+01
243	2.646087e+01
244	2.664178e+01
245	2.654761e+01
246	2.670523e+01
247	2.682872e+01
248	2.690524e+01
249	2.722975e+01
250	2.724575e+01
251	2.716116e+01
252	2.731554e+01
253	2.677333e+01
254	2.673208e+01
255	2.742392e+01
256	2.731378e+01
257	2.747841e+01
258	2.756709e+01
259	2.803937e+01
260	2.744344e+01
261	2.743464e+01
262	2.722804e+01
263	2.706883e+01
264	2.675399e+01
265	2.664657e+01
266	2.641432e+01
267	2.640096e+01
268	2.658337e+01
269	2.675051e+01
270	2.641774e+01
271	2.674406e+01
272	2.691981e+01
273	2.699348e+01
274	2.753087e+01
275	2.705917e+01
276	2.683781e+01
277	2.687489e+01
278	2.649315e+01
279	2.679326e+01
280	2.698355e+01
281	2.698199e+01
282	2.718247e+01
283	2.718023e+01
284	2.762493e+01
285	2.780098e+01
286	2.828572e+01
287	2.849752e+01
288	2.826571e+01
289	2.811758e+01
290	2.861855e+01
291	2.887483e+01
292	2.881074e+01
293	2.881481e+01
294	2.922092e+01
295	2.885558e+01
296	2.949962e+01
297	2.987527e+01
298	2.934207e+01
299	2.924337e+01
300	3.000249e+01
301	2.980231e+01
302	3.005283e+01
303	3.003821e+01
304	2.987813e+01
305	2.947515e+01
306	2.960644e+01
307	2.965742e+01
308	3.011509e+01
309	3.040930e+01
310	3.065938e+01
311	3.068652e+01
312	3.059422e+01
313	3.043728e+01
314	3.007253e+01
315	2.983589e+01
316	2.945262e+01
317	2.926459e+01
318	2.877229e+01
319	2.882312e+01
320	2.819167e+01
321	2.837242e+01
322	2.847989e+01
323	2.841177e+01
324	2.841972e+01
325	2.868667e+01
326	2.866629e+01
327	2.884471e+01
328	2.905478e+01
329	2.885480e+01
330	2.923579e+01
331	2.956344e+01
332	2.944818e+01
333	2.984115e+01
334	2.933940e+01
335	2.943866e+01
336	2.960998e+01
337	2.969967e+01
338	3.015325e+01
339	3.049193e+01
340	3.022233e+01
341	3.028309e+01
342	3.071398e+01
343	3.051154e+01
344	3.033726e+01
345	3.025119e+01
346	2.996064e+01
347	2.966301e+01
348	2.972248e+01
349	2.964366e+01
350	2.967389e+01
351	3.009525e+01
352	3.050966e+01
353	3.100587e+01
354	3.097188e+01
355	3.112466e+01
356	3.080089e+01
357	3.054500e+01
358	3.049419e+01
359	3.069980e+01
360	3.053990e+01
361	3.076636e+01
362	3.052676e+01
363	3.067400e+01
364	3.108734e+01
365	3.206617e+01
