2.000000e-02	5.014126e+00	1.552290e-04	5.014281e+00	9.999634e-01	8.112111e-06
4.000000e-02	5.014124e+00	1.569797e-04	5.014281e+00	9.999606e-01	8.946063e-06
6.000000e-02	5.014116e+00	1.647001e-04	5.014281e+00	9.999576e-01	9.916781e-06
8.000000e-02	5.014106e+00	1.748040e-04	5.014281e+00	9.999543e-01	1.093453e-05
1.000000e-01	5.014095e+00	1.856866e-04	5.014281e+00	9.999509e-01	1.213936e-05
1.200000e-01	5.014084e+00	1.966131e-04	5.014281e+00	9.999473e-01	1.349733e-05
1.400000e-01	5.014072e+00	2.087836e-04	5.014281e+00	9.999434e-01	1.490073e-05
1.600000e-01	5.014058e+00	2.229097e-04	5.014281e+00	9.999392e-01	1.629271e-05
1.800000e-01	5.014042e+00	2.389050e-04	5.014281e+00	9.999346e-01	1.764402e-05
2.000000e-01	5.014024e+00	2.571818e-04	5.014281e+00	9.999297e-01	1.894832e-05
2.200000e-01	5.014003e+00	2.779965e-04	5.014281e+00	9.999242e-01	2.021088e-05
2.400000e-01	5.013980e+00	3.012104e-04	5.014281e+00	9.999184e-01	2.143070e-05
2.600000e-01	5.013954e+00	3.271754e-04	5.014281e+00	9.999120e-01	2.262463e-05
2.800000e-01	5.013925e+00	3.560450e-04	5.014281e+00	9.999050e-01	2.379542e-05
3.000000e-01	5.013893e+00	3.876521e-04	5.014281e+00	9.998975e-01	2.495001e-05
3.200000e-01	5.013859e+00	4.224259e-04	5.014281e+00	9.998894e-01	2.610860e-05
3.400000e-01	5.013821e+00	4.603631e-04	5.014281e+00	9.998807e-01	2.726387e-05
3.600000e-01	5.013780e+00	5.013981e-04	5.014281e+00	9.998713e-01	2.843494e-05
3.800000e-01	5.013735e+00	5.461157e-04	5.014281e+00	9.998612e-01	2.963282e-05
4.000000e-01	5.013687e+00	5.942823e-04	5.014281e+00	9.998503e-01	3.084716e-05
4.200000e-01	5.013635e+00	6.461607e-04	5.014281e+00	9.998387e-01	3.211066e-05
4.400000e-01	5.013579e+00	7.023548e-04	5.014281e+00	9.998261e-01	3.341497e-05
4.600000e-01	5.013519e+00	7.624037e-04	5.014281e+00	9.998128e-01	3.476163e-05
4.800000e-01	5.013454e+00	8.271359e-04	5.014281e+00	9.997984e-01	3.618808e-05
5.000000e-01	5.013384e+00	8.968285e-04	5.014281e+00	9.997830e-01	3.766361e-05
